title,artist,streams,id,image,preview,popularity,url,release_date,artistId,rap,pop,edm,rock,country,latin,kpop
You Say,Lauren Daigle,12786610,6Up545NUflOiXo8cEraH49,https://i.scdn.co/image/ab67616d0000b273f450251e05b9ab74d11d9e53,https://p.scdn.co/mp3-preview/a23e460aac33414336dc273cf3f246bec41aa499?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/6Up545NUflOiXo8cEraH49,2018-09-07,40LHVA5BTQp9RxHOQ9JPYj,,,,True,,,
My Little Love,Adele,12785168,2DuPBbS5mIldXnh7Wum8Cy,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,https://p.scdn.co/mp3-preview/c4ce57ef6fa27d69781236e7ba715cec57cc622e?cid=e06033cb82944a2fabf676f565716d87,68.0,https://open.spotify.com/track/2DuPBbS5mIldXnh7Wum8Cy,2021-11-19,4dpARuHxo51G3z768sgnrY,,True,,,,,
"Touchin, Lovin",Trey Songz,12781075,4bkhs6spQvVnVJAlXuKR6a,https://i.scdn.co/image/ab67616d0000b273e04293bed7a0440e3eea2de1,https://p.scdn.co/mp3-preview/0beb6ef1dddc7e405395aae6768fa49600cac753?cid=e06033cb82944a2fabf676f565716d87,60.0,https://open.spotify.com/track/4bkhs6spQvVnVJAlXuKR6a,2015-06-23,2iojnBLj0qIMiKPvVhLnsH,True,True,True,,,,
Bust Down,Trippie Redd,12777947,173KirQOJcXBCyqADQBpt9,https://i.scdn.co/image/ab67616d0000b273a0b8fdc60c86f2b27168c173,https://p.scdn.co/mp3-preview/3e5128cd93626e5f44560bc56b3541fd567f624f?cid=e06033cb82944a2fabf676f565716d87,55.0,https://open.spotify.com/track/173KirQOJcXBCyqADQBpt9,2017-10-06,6Xgp2XMz1fhVYe7i6yNAax,True,,,,,,
Diamonds,Sam Smith,12757247,1hJIbOjWpid6LtnozHmzRS,https://i.scdn.co/image/ab67616d0000b2730d1f3930676c34a23dbf5c46,https://p.scdn.co/mp3-preview/d3dead0d5ca9b02549f9e6fcf50cb44cc12af62c?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS,2020-10-30,2wY79sveU1sp5g7SokKOiI,,True,,,,,
Do We Have A Problem?,Nicki Minaj,12748587,1PNs0uGru3TcrA94kpyGnc,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,https://p.scdn.co/mp3-preview/2fdc7936fa2390d2e043a95368ebb327a47cd133?cid=e06033cb82944a2fabf676f565716d87,60.0,https://open.spotify.com/track/1PNs0uGru3TcrA94kpyGnc,2022-02-04,0hCNtLu0JehylgoiP8L4Gh,True,True,,,,,
So Far Away,Martin Garrix,12742819,0OlnLZY4cmQzT6ZGttvWBM,https://i.scdn.co/image/ab67616d0000b2732bfb97c135445f83927049ca,https://p.scdn.co/mp3-preview/b7c853d988e36837686fd80971e79d037376e4fd?cid=e06033cb82944a2fabf676f565716d87,68.0,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,2017-12-01,60d24wfXkVzDSfLS6hyCjZ,,True,True,,,,
Think of You,Chris Young,12742094,6W9W8dSswA8KNegvl3W97V,https://i.scdn.co/image/ab67616d0000b273d7abfda492de2867ed58b4db,https://p.scdn.co/mp3-preview/2948fd95fa82732fed51ed17a99c29de303b203c?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/6W9W8dSswA8KNegvl3W97V,2015-11-13,4BYxqVkZyFjtik7crYLg5Q,,,,,True,,
Falling Back,Drake,12737515,1vbn9fEyw1IYhqgZJdu9ZB,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,https://p.scdn.co/mp3-preview/2b4c5853e4ce06b9e6d4d545cd95d6e840818198?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/1vbn9fEyw1IYhqgZJdu9ZB,2022-06-17,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Make It Rain,Pop Smoke,12728195,4TgHt7vKCimpywaiKfl0uj,https://i.scdn.co/image/ab67616d0000b273c46b54c65e3ea8171257fdc9,https://p.scdn.co/mp3-preview/7bcfaefbc4879d71b4559e8e633fa60e9a503b41?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj,2020-06-12,0eDvMgVFoNV3TpwtrVCoTj,True,,,,,,
J.,Ivan Cornejo,12726687,4lUsBLTAiufWocWtg4H0my,https://i.scdn.co/image/ab67616d0000b2736d7a8a34f348d587f007045f,https://p.scdn.co/mp3-preview/396ca3a36f1a8b43c3dd922292d6fb511e6f5d8d?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/4lUsBLTAiufWocWtg4H0my,2022-06-02,6PH3FLQAxtqYy46Zv08bpV,,,,,,,
ASTROTHUNDER,Travis Scott,12721909,4MXhiYIRDMGAuvZc5IFTwC,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,https://p.scdn.co/mp3-preview/7400069aa1157e71455bf45fcbf29d897287b2a2?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC,2018-08-03,0Y5tJX1MQlPlqiwlOH1tJY,True,,True,,,,
Undefeated,A Boogie Wit da Hoodie,12695431,2vaMWMPMgsWX4fwJiKmdWm,https://i.scdn.co/image/ab67616d0000b273cdba7ee22968991250725ce1,https://p.scdn.co/mp3-preview/e43d7bfb197276f3933fa88b144323ea84703467?cid=e06033cb82944a2fabf676f565716d87,50.0,https://open.spotify.com/track/2vaMWMPMgsWX4fwJiKmdWm,2017-09-29,31W5EY0aAly4Qieq6OFu6I,True,,,,,,
Don't Leave Me Alone,David Guetta,12686598,2lYTJK94hb0fd1LQtb6Dhk,https://i.scdn.co/image/ab67616d0000b27303889a8b80ee94dccdbe34f5,https://p.scdn.co/mp3-preview/d45c708e0c7e4bcc746675bb3c8451abc8a62e5f?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk,2018-07-26,1Cs0zKBU1kc0i8ypK3B9ai,,True,True,,,,
Body,Dreezy,12673888,20s34XSPIiYMGSFDRSs24t,https://i.scdn.co/image/ab67616d0000b273b029b7c6ee626bdcd432545e,https://p.scdn.co/mp3-preview/3de4ae8018d43512fb6ab8020a9218798dea9862?cid=e06033cb82944a2fabf676f565716d87,57.0,https://open.spotify.com/track/20s34XSPIiYMGSFDRSs24t,2016-07-22,7gWumE1wMALHXANLSIt054,True,,,,,,
Dark Queen,Lil Uzi Vert,12657609,2ZdCrBA52bb4pIG3tOOZiQ,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c,https://p.scdn.co/mp3-preview/fb92b224bf089408bdac709846117c0ab5e7a8e2?cid=e06033cb82944a2fabf676f565716d87,65.0,https://open.spotify.com/track/2ZdCrBA52bb4pIG3tOOZiQ,2017-08-25,4O15NlyKLIASxsJ0PrXPfz,True,,,,,,
Nothings Into Somethings,Drake,12650115,6MbH1QiphMCPTqVEVC7UYi,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,https://p.scdn.co/mp3-preview/3b54868f4f7121c4c12a691c5e4c23e088ffca58?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/6MbH1QiphMCPTqVEVC7UYi,2017-03-18,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Million Reasons,Lady Gaga,12648936,7dZ1Odmx9jWIweQSatnRqo,https://i.scdn.co/image/ab67616d0000b2738093238ec0c71ef7c95c8fb1,https://p.scdn.co/mp3-preview/447a8f1ee7b7876aa53274a31bee674a4186b943?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/7dZ1Odmx9jWIweQSatnRqo,2016-10-21,1HY2Jd0NmPuamShAr6KMms,,True,True,,,,
everytime,Ariana Grande,12648918,0WdR2AyLW1Drd3OUdwezM0,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,https://p.scdn.co/mp3-preview/3892fcf7c7b6d90fd1c1eb95c89b3074585cf78b?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0,2018-08-17,66CXWjxzNUsdJxJ2JdwvnR,,True,,,,,
You Only Live Twice,Drake,12631074,50ceCGZ3oD3U5caQV5bP6f,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,https://p.scdn.co/mp3-preview/abdd211fbc36d49d5ea72a122455fff3ca9041f7?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/50ceCGZ3oD3U5caQV5bP6f,2021-09-03,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
To the Max,DJ Khaled,12618601,2of5xn0GU0TdFneR1saRLH,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,https://p.scdn.co/mp3-preview/0c62104a78fe5bd3c56091eb6919acf7b6b3fc3e?cid=e06033cb82944a2fabf676f565716d87,48.0,https://open.spotify.com/track/2of5xn0GU0TdFneR1saRLH,2017-06-22,0QHgL1lAIqAw0HtD7YldmP,True,True,,,,,
Tie Me Down,Gryffin,12615453,2zh01m4PiHaZz4BAm0NRxs,https://i.scdn.co/image/ab67616d0000b2730e5311993a01fb2e7169f6a7,https://p.scdn.co/mp3-preview/f9123b729b6083e6a6951b143072fa138e891621?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/2zh01m4PiHaZz4BAm0NRxs,2019-10-24,2ZRQcIgzPCVaT9XKhXZIzh,,True,True,,,,
Havin My Way,Lil Skies,12612738,3TcKJZF01kCz0yyadk3gsI,https://i.scdn.co/image/ab67616d0000b27370c6a1dbd36b1fc18e4bacd5,https://p.scdn.co/mp3-preview/a1c84448033ae0b74675c908156bfe74995d0f7a?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/3TcKJZF01kCz0yyadk3gsI,2021-01-22,7d3WFRME3vBY2cgoP38RDo,True,,,,,,
Change Locations,Drake,12607167,4gowy3WT6D1yhMLgRBlf9C,https://i.scdn.co/image/ab67616d0000b273d6adfbd3f091d6f2b9af6507,https://p.scdn.co/mp3-preview/39a45a6d81a35d83bf19904b15f999f5f15d531f?cid=e06033cb82944a2fabf676f565716d87,59.0,https://open.spotify.com/track/4gowy3WT6D1yhMLgRBlf9C,2015-09-20,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Call Casting,Migos,12593299,4BqE5Rg3r4Rtizvm3IicrN,https://i.scdn.co/image/ab67616d0000b2736275aeac316378b0dd4f31fd,https://p.scdn.co/mp3-preview/7cd8d8ebbff79259956bf55658cab3424cdc8032?cid=e06033cb82944a2fabf676f565716d87,53.0,https://open.spotify.com/track/4BqE5Rg3r4Rtizvm3IicrN,2017-01-27,6oMuImdp5ZcFhWP0ESe6mG,True,True,,,,,
The Other Side,Hugh Jackman,12579182,2cKovq3l6OJjhVVDbVKOsr,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,https://p.scdn.co/mp3-preview/29bb85218bb27ca7da24c083cab55f2effd135af?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,2017-12-08,5F1aoppMtU3OMiltO8ymJ2,,,,,,,
Comfortable,K CAMP,12566523,2BqQQXuBOuhaWeUP7okEx0,https://i.scdn.co/image/ab67616d0000b27357be04ddc4e9f466b5c16fd9,https://p.scdn.co/mp3-preview/5ac44f7e4234ac5e2fdcb8decbfcf6dfa55d4b22?cid=e06033cb82944a2fabf676f565716d87,63.0,https://open.spotify.com/track/2BqQQXuBOuhaWeUP7okEx0,2014-09-04,5bgfj5zUoWpyeVatGDjn6H,True,,,,,,
Flowers,Lauren Spencer Smith,12553344,6Z165JvPnS8PYvGW8oLGLc,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,https://p.scdn.co/mp3-preview/f6c02c75dbde07338669e7b5d15f5608d3edd4eb?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc,2022-04-14,79AyR6ATpj2LTPxfb6FX50,,,,,,,
Cash Machine,DRAM,12545543,2UzQdfooGVIeGjqcUMOBWY,https://i.scdn.co/image/ab67616d0000b273040f399c7f5ad56a29ec9dd0,https://p.scdn.co/mp3-preview/991febfe9fc2e15a5dbabc5718b1d9afa2d5db2e?cid=e06033cb82944a2fabf676f565716d87,46.0,https://open.spotify.com/track/2UzQdfooGVIeGjqcUMOBWY,2016-10-21,5M0lbkGluOPXLeFjApw8r8,True,True,,,,,
long story short,Taylor Swift,12545334,5VYWxXUpxuxEmCqMLDqICo,https://i.scdn.co/image/ab67616d0000b27390fd9741e1838115cd90b3b6,https://p.scdn.co/mp3-preview/d63f9747224a84329e07c9ade6041535d00b635d?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/5VYWxXUpxuxEmCqMLDqICo,2021-01-07,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Everything We Need,Kanye West,12536475,24bnCCysWnbNRNUT4LpHcP,https://i.scdn.co/image/ab67616d0000b2731bb797bbfe2480650b6c2964,https://p.scdn.co/mp3-preview/6818289d6efa5d561304368ecaf6c86482624a0c?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/24bnCCysWnbNRNUT4LpHcP,2019-10-25,5K4W6rqBFWDnAN6FQUkS6x,True,,,,,,
Cornelia Street,Taylor Swift,12523821,12M5uqx0ZuwkpLp5rJim1a,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://p.scdn.co/mp3-preview/3f0404dfa969890391b38fa9c11a62d510479282?cid=e06033cb82944a2fabf676f565716d87,81.0,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,2019-08-23,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Turn Down for What,DJ Snake,12523803,67awxiNHNyjMXhVgsHuIrs,https://i.scdn.co/image/ab67616d0000b273d905e78cad304de028db39b7,https://p.scdn.co/mp3-preview/08cd21e303a7c9b0dc2d1beb2edb803882578980?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/67awxiNHNyjMXhVgsHuIrs,2013-12-18,540vIaP2JwjQb9dm3aArA4,True,True,True,,,,
We Cry Together,Kendrick Lamar,12496748,67XC51nlZncNpHmZ8rOU9a,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://p.scdn.co/mp3-preview/16e4467e0bfb24805158a682b560a10dc8670e3f?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/67XC51nlZncNpHmZ8rOU9a,2022-05-13,2YZyLoL8N0Wb9xBt1NhZWg,True,,,,,,
Two High,Moon Taxi,12486957,5huOzlgCK7PsMSG4TFBvKY,https://i.scdn.co/image/ab67616d0000b27335b1577ee5aa79c4aecc70aa,https://p.scdn.co/mp3-preview/bdb2dd74a4de9fb379ff5809c536b5543c11b866?cid=e06033cb82944a2fabf676f565716d87,54.0,https://open.spotify.com/track/5huOzlgCK7PsMSG4TFBvKY,2018-01-19,5DK8eK7fjvRsziXzyr3sFA,,True,,True,,,
Gasoline,The Weeknd,12486527,3KyKxJ4P3pVCgaZwaq2rUC,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://p.scdn.co/mp3-preview/48e2e44cf1d1170978a23cf56659a03577cfeb90?cid=e06033cb82944a2fabf676f565716d87,68.0,https://open.spotify.com/track/3KyKxJ4P3pVCgaZwaq2rUC,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,True,True,,,,,
SKELETONS,Travis Scott,12479382,6NMtzpDQBTOfJwMzgMX0zl,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,https://p.scdn.co/mp3-preview/5384b3223cc750b8fcf1e546600189c43d4821db?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl,2018-08-03,0Y5tJX1MQlPlqiwlOH1tJY,True,,True,,,,
Violent,carolesdaughter,12475197,7CFfqRW50ffULvBv7lfIIg,https://i.scdn.co/image/ab67616d0000b2734c45a78f4aeaf419f25135f5,https://p.scdn.co/mp3-preview/fc7e7fb74ea1bad4d85ecf501f840ab72709124d?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/7CFfqRW50ffULvBv7lfIIg,2020-11-23,2hiq2iBnUik3mrOfEgRSpB,,,,,,,
Epidemic,Polo G,12442778,1SjBcdzWbs79UTCrH4qXJf,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,https://p.scdn.co/mp3-preview/f65f78bb82607dbf98f4794c22959ac3041078a7?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/1SjBcdzWbs79UTCrH4qXJf,2021-06-11,6AgTAQt8XS6jRWi4sX7w49,True,,,,,,
ALWAYS DO,The Kid LAROI,12437345,7gCe88FGMlkyURLPxglbAo,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a,https://p.scdn.co/mp3-preview/dc0998ac905f910757fdbf82fa7c9d4b5dab2b8d?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/7gCe88FGMlkyURLPxglbAo,2021-07-27,2tIP7SsRs7vjIcLrU85W8J,True,,,,,,
Get You The Moon,Kina,12418217,4ZLzoOkj0MPWrTLvooIuaa,https://i.scdn.co/image/ab67616d0000b273121a9af58f3604f78dd68f6b,https://p.scdn.co/mp3-preview/8cbf1bd89952b5cc18fe28f8d95e306403e37427?cid=e06033cb82944a2fabf676f565716d87,79.0,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,4qIVPF0s71ZYW3qzhu5GkF,,,,,,,
DELRESTO (ECHOES),Travis Scott,12416401,0OEe83mMZ5kaNw5uZQ7ilG,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://p.scdn.co/mp3-preview/e57fd2c469041c158a449729ea76a5cab9c01e99?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/0OEe83mMZ5kaNw5uZQ7ilG,2023-07-28,0Y5tJX1MQlPlqiwlOH1tJY,True,,True,,,,
Faithful,Drake,12401179,2qLcJOLrh6Djda4uLbldSA,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://p.scdn.co/mp3-preview/293104c23e05ee473494fe08ae6952d9d4289905?cid=e06033cb82944a2fabf676f565716d87,59.0,https://open.spotify.com/track/2qLcJOLrh6Djda4uLbldSA,2016-05-06,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Conceited,SZA,12401149,4hTej08FutmriOs7S1hWWy,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://p.scdn.co/mp3-preview/ce04ee8526a716d04d86ca7e94d2d69a5ca42afd?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/4hTej08FutmriOs7S1hWWy,2022-12-09,7tYKF4w9nC0nq9CsPZTHyP,True,True,,,,,
You All Over Me,Taylor Swift,12367853,4CHpVfAhuxNJ3ibExe6kxO,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,https://p.scdn.co/mp3-preview/263d3b6ee56149084a853c06c35cb2d3e78bec23?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO,2021-04-09,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Shy Away,Twenty One Pilots,12366514,2nG54Y4a3sH9YpfxMolOyi,https://i.scdn.co/image/ab67616d0000b27320b467550945fd123e00f0a5,https://p.scdn.co/mp3-preview/ddb03539505a230a452e52eb80bdcf456a104ad5?cid=e06033cb82944a2fabf676f565716d87,70.0,https://open.spotify.com/track/2nG54Y4a3sH9YpfxMolOyi,2021-05-21,3YQKmKGau1PzlVlkL1iodx,,True,,True,,,
Glow,Drake,12363424,28irpKCCK9nn9DZSik2zEx,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,https://p.scdn.co/mp3-preview/92484c51d470c3261c3c670303a01015b8855336?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/28irpKCCK9nn9DZSik2zEx,2017-03-18,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Bitchuary,Shordie Shordie,12363017,4dV3okcjbQwTcg4ObIGr4N,https://i.scdn.co/image/ab67616d0000b2730671c14528f92707dd2291a0,https://p.scdn.co/mp3-preview/1c0289c29092f025e02109363ef5a916cf86097b?cid=e06033cb82944a2fabf676f565716d87,68.0,https://open.spotify.com/track/4dV3okcjbQwTcg4ObIGr4N,2018-12-08,5fyvTyetDr7gvLafBsEEhU,True,,,,,,
London Boy,Taylor Swift,12360902,1LLXZFeAHK9R4xUramtUKw,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://p.scdn.co/mp3-preview/bf6340a5f4f13737a4d052a0c13725f398689e1c?cid=e06033cb82944a2fabf676f565716d87,80.0,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,2019-08-23,06HL4z0CvFAxyc27GXpf02,,True,,,,,
Angel Pt. 1,Kodak Black,12331553,1vvcEHQdaUTvWt0EIUYcFK,https://i.scdn.co/image/ab67616d0000b273445afb6341d2685b959251cc,https://p.scdn.co/mp3-preview/7945e97740f920327bebb3d9a0442fdb0b28371e?cid=e06033cb82944a2fabf676f565716d87,76.0,https://open.spotify.com/track/1vvcEHQdaUTvWt0EIUYcFK,2023-05-17,46SHBwWsqBkxI7EeeBEQG7,,,,,,True,
Heart Like A Truck,Lainey Wilson,12328301,5DIBVDJOHh7djepAjKHWCO,https://i.scdn.co/image/ab67616d0000b273fab89700cf3b4ca3d6a3d93b,https://p.scdn.co/mp3-preview/a4d21c6290140a3a53b051bc9bd972db2dde12b4?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/5DIBVDJOHh7djepAjKHWCO,2022-11-28,6tPHARSq45lQ8BSALCfkFC,,True,,,True,,
Losing Sleep,Chris Young,12296390,6waqLPcT6ruMhmd36OhmFO,https://i.scdn.co/image/ab67616d0000b2734f90c1c1e428bcf6615d5bed,https://p.scdn.co/mp3-preview/d9c4e00ca38586d9a729194ad33af9839ab4158c?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/6waqLPcT6ruMhmd36OhmFO,2017-10-20,4BYxqVkZyFjtik7crYLg5Q,,,,,True,,
Even Though I'm Leaving,Luke Combs,12294248,5Fhe63YOMZsGdB3CgCDuBi,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,https://p.scdn.co/mp3-preview/5dc213a8764007bc3cacf5a7a3512bb2f60d5bc6?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/5Fhe63YOMZsGdB3CgCDuBi,2019-11-08,718COspgdWOnwOFpJHRZHS,,,,,True,,
Worldwide Steppers,Kendrick Lamar,12283698,66mVPWmFvXPFf8pjK5ttOW,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://p.scdn.co/mp3-preview/91c71156927d03126441d9f5ceb09c92334b8bd6?cid=e06033cb82944a2fabf676f565716d87,64.0,https://open.spotify.com/track/66mVPWmFvXPFf8pjK5ttOW,2022-05-13,2YZyLoL8N0Wb9xBt1NhZWg,True,,,,,,
Holy Roller,Zach Bryan,12259576,3itgPtXSu4I9mr2QD6yrzP,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,https://p.scdn.co/mp3-preview/6f3355a1ed502039fb14c667f8658ca17e49f1e4?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/3itgPtXSu4I9mr2QD6yrzP,2023-08-25,40ZNYROS4zLfyyBSs2PGe2,,True,,,True,,
RAP DEVIL,Machine Gun Kelly,12257806,63TyoT9Ee03rQxv8xmdJ2l,https://i.scdn.co/image/ab67616d0000b27354771b59a43ca797df692d5d,https://p.scdn.co/mp3-preview/d6ad8f8488f367e64203f4d62a8340b46f082e8d?cid=e06033cb82944a2fabf676f565716d87,61.0,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l,2018-09-08,6TIYQ3jFPwQSRmorSezPxX,True,True,,,,,
Drifting,G-Eazy,12256463,5sv4LTz8qayQYnXlzaxg2x,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d,https://p.scdn.co/mp3-preview/26c2783a90fb5e485ccc365189868ab4a033cb4b?cid=e06033cb82944a2fabf676f565716d87,58.0,https://open.spotify.com/track/5sv4LTz8qayQYnXlzaxg2x,2015-12-04,02kJSzxNuaWGqwubyUba0Z,True,True,,,,,
teenage dream,Olivia Rodrigo,12254435,7fesNTgTEMEH0ye8MOgEDY,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,https://p.scdn.co/mp3-preview/6b80acd4cda6fd37a6e3d1d2f0d59e669144828e?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/7fesNTgTEMEH0ye8MOgEDY,2023-09-08,1McMsnEElThX1knmY4oliG,,True,,,,,
Team,Iggy Azalea,12250469,2bocAPQcUTLUXx8lAOTiK3,https://i.scdn.co/image/ab67616d0000b273194bf7f0f21fe997c063c3bc,https://p.scdn.co/mp3-preview/d1a23f93e720cb036a92ee52922b27b217697744?cid=e06033cb82944a2fabf676f565716d87,62.0,https://open.spotify.com/track/2bocAPQcUTLUXx8lAOTiK3,2016-03-18,5yG7ZAZafVaAlMTeBybKAL,True,True,True,,,,
Onna Come Up,Lil Eazzyy,12244412,0e4A9Fak1nJ7RtBD8YpoEo,https://i.scdn.co/image/ab67616d0000b27332399fb986ec8a7f6d8b01e5,https://p.scdn.co/mp3-preview/9464b1739305879009148bcf4ba4a332e4972155?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/0e4A9Fak1nJ7RtBD8YpoEo,2020-11-20,0rpUnzu4JIoRkKkGvdcm7b,True,,,,,,
As the World Caves In,Matt Maltese,12239415,3NM41PVVUr0ceootKAtkAj,https://i.scdn.co/image/ab67616d0000b2730180c5f180f4d69298a02543,https://p.scdn.co/mp3-preview/fcb7a9bb026a8e9db2f9f9f17f39a600bc58dd32?cid=e06033cb82944a2fabf676f565716d87,73.0,https://open.spotify.com/track/3NM41PVVUr0ceootKAtkAj,2018-06-08,12j6dJrPXanCBwY599pZxf,,True,,,,,
I Don't Do Drugs,Doja Cat,12234252,0FFsgUoFibYISzMxuGS61W,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,https://p.scdn.co/mp3-preview/0d54656b8b393e233cf52d897e1d76475b30a98e?cid=e06033cb82944a2fabf676f565716d87,70.0,https://open.spotify.com/track/0FFsgUoFibYISzMxuGS61W,2021-06-25,5cj0lLjcoR7YOSnhnX0Po5,,True,True,,,,
Whippin,Kiiara,12224125,3QWjljChcOMkRDYSzF33Qr,https://i.scdn.co/image/ab67616d0000b273203e94bd36a9b9c984225d9b,https://p.scdn.co/mp3-preview/d3c06b3f5edcccdc9e089f795da01e20849499a4?cid=e06033cb82944a2fabf676f565716d87,47.0,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr,2017-04-12,4u5smJBskI6Adzv08PuiUP,,True,True,,,,
