title,artist,streams,id,image
Bad Habit,Steve Lacy,425443932,4k6Uh1HXdhtusDW5y8Gbvy,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
LOVE. FEAT. ZACARI.,Kendrick Lamar,424030815,6PGoSes0D9eUDeeAafB2As,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Someone You Loved,Lewis Capaldi,412129838,7qEHsqek33rTcFNT9PFqLf,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
Watermelon Sugar,Harry Styles,409630847,6UelLqGlWMcVH1E5c4H7lY,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Wow.,Post Malone,405812776,7xQAfvXzm3AkraOtGPWIZg,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
Location,Khalid,403645089,152lZdxL1OR0ZMW6KquMif,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Dark Red,Steve Lacy,401445185,3EaJDYHA0KnX88JvDhL9oa,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979
Closer,The Chainsmokers,397735618,7BKLCZ1jbUBVqRi2FVlTVw,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
Psycho,Post Malone,396525691,3swc6WTsr7rl9DqQKQA55C,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268
Something in the Orange,Zach Bryan,396456135,3WMj8moIAXJhHsyLaqIIHI,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
Redbone,Childish Gambino,392334227,0WtDGnWL2KrMCk0mI1Gpwz,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea
Levitating,Dua Lipa,387860108,5nujrmhLynf4yMoMtj8AQF,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4
bad guy,Billie Eilish,386217738,2Fxmhks0bxGSBdJ92vM42m,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
See You Again,"Tyler, The Creator",384899927,7KA4W4McWYRpgf0fWsJZWB,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
drivers license,Olivia Rodrigo,381085710,5wANPM4fQCJwkGd4rN57mH,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Kiss Me More,Doja Cat,378783736,3DarAbFujv6eYNliUTyqtz,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
INDUSTRY BABY,Lil Nas X,373907821,5Z9KJZvQzH6PFmb8SNkxuk,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
You Proof,Morgan Wallen,373903919,5W4kiM2cUYBJXKRudNyxjW,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
ROCKSTAR,DaBaby,373388283,7ytR5pFWmSjzHJIeQkgog4,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647
family ties,Baby Keem,370286379,3QFInJAm9eyaho5vBzxInN,https://i.scdn.co/image/ab67616d0000b2731bfa23b13d0504fb90c37b39
505,Arctic Monkeys,363625576,58ge6dfP91o9oXMzq3XkIS,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90
Don't,Bryson Tiller,361363335,3pXF1nA74528Edde4of9CC,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f
Money Trees,Kendrick Lamar,360490130,2HbKqm4o0w5wEeEFXm2sD4,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
Going Bad,Meek Mill,355305131,2IRZnDFmlqMuOrYOLnZZyc,https://i.scdn.co/image/ab67616d0000b273cd63c5962050729d260077d6
Blueberry Faygo,Lil Mosey,355016723,22LAwLoDA5b4AaGSkg6bKW,https://i.scdn.co/image/ab67616d0000b2730824105a6282782aaabb0584
Good Days,SZA,353773323,4PMqSO5qyjpvzhlLI5GnID,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
All I Want for Christmas Is You,Mariah Carey,352877360,0bYg9bo50gSsH3LtXe2SQn,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
Dreams - 2004 Remaster,Fleetwood Mac,351416605,0ofHAoxe9vBkTCp2UQIavz,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
Young Dumb & Broke,Khalid,349563888,5Z3GHaZ6ec9bsiI5BenrbY,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Shape of You,Ed Sheeran,348283656,7qiZfU4dY1lWllzX7mPBI3,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
Anti-Hero,Taylor Swift,347226476,0V3wPSX9ygBnCm8psDIegu,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Jimmy Cooks,Drake,345288300,3F5CgOj3wFlRv51JsHbxhe,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
Mr. Brightside,The Killers,344039086,003vvx7Niy0yvhvHt4a68B,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
Wet Dreamz,J. Cole,341213264,4tqcoej1zPvwePZCzuAjJd,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
Beautiful Crazy,Luke Combs,338976395,2rxQMGVafnNaRaXlRMWPde,https://i.scdn.co/image/ab67616d0000b273ccba76fad1c624c09e72bc78
7 rings,Ariana Grande,332694161,6ocbgoVGwYJhOv1GgI9NsF,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8
Wants and Needs,Drake,331704301,65OVbaJR5O1RmwOQx0875b,https://i.scdn.co/image/ab67616d0000b2738b20e4631fa15d3953528bbc
when the party's over,Billie Eilish,331192577,43zdsphuZLzwA9k4DJhU0I,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
I Like It,Cardi B,329059657,58q2HKrzhC3ozto2nDdN4z,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab
20 Min,Lil Uzi Vert,325230347,0uxSUdBrJy9Un0EYoBowng,https://i.scdn.co/image/ab67616d0000b2730d5a84e4e47399d2726c330c
Passionfruit,Drake,324740853,5mCPDVBb16L4XQwDdbRUpz,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700
Knife Talk,Drake,323647463,2BcMwX1MPV6ZHP4tUT9uq6,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
Me Porto Bonito,Bad Bunny,322918644,6Sq7ltF9Qa7SNFBsV5Cogx,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Truth Hurts,Lizzo,321459791,3HWzoMvoF3TQfYg4UPszDq,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb
Without Me,Halsey,320826979,6FZDfxM3a3UCqtzo5pxSLZ,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd
1-800-273-8255,Logic,320245347,5tz69p7tJuGPeMGwNTxYuV,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805
Meant to Be,Bebe Rexha,318478528,4e4fqjx0Izh4svvTef1z7e,https://i.scdn.co/image/ab67616d0000b27361fe6d3a50c0beaa3cfe33e9
Rockin' Around The Christmas Tree,Brenda Lee,318090906,2EjXfH91m7f8HiJN1yQg97,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
"thank u, next",Ariana Grande,317987550,3e9HZxeyfWwjeyPAMmWSSQ,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8
Look Alive,BlocBoy JB,316629241,6HJ34Zyw6bg8yGm28AxLXf,https://i.scdn.co/image/ab67616d0000b27359ba1bf8385cb016e62a26c0
Happier,Marshmello,316018345,7BqHUALzNBTanL6OvsqmC1,https://i.scdn.co/image/ab67616d0000b273dd0a40eecd4b13e4c59988da
Say You Won't Let Go,James Arthur,315132103,5uCax9HTNlzGybIStD3vDh,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab
ROXANNE,Arizona Zervas,314843202,696DnlkuDOXcMAnKlTgXXK,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea
Mood,24kGoldn,314504480,4jPy3l0RUwlUI9T5XHBW2m,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5
Nice For What,Drake,313324663,3CA9pLiwRIGtUBiMjbZmRw,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
hot girl bummer,blackbear,312411378,6jRq8gaZhMUyy5RclRPcAf,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d
deja vu,Olivia Rodrigo,310352761,6HU7h9RYOaPRFeh0R3UeAr,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Eastside,benny blanco,308890413,7FGq80cy8juXBCD2nrqdWU,https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d
Murder On My Mind,YNW Melly,307059890,7eBqSVxrzQZtK2mmgRG6lC,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0
Bandit,Juice WRLD,307048160,1oWM79mUVdZGCGYjSirHZR,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664
Life Is Good,Future,305783118,5yY9lUy8nbvjM1Uyo1Uqoc,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402
Rich Flex,Drake,304447780,1bDbXMyjaUIooNwFE9wn0N,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Cruel Summer,Taylor Swift,300222511,1BxfuPKGuaTgP7aM0Bbdwr,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
RAPSTAR,Polo G,299723380,18vXApRmJSgQ6wG2ll9AOg,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b
Romantic Homicide,d4vd,299300132,1xK59OXxi2TAAAbmZK0kBL,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0
Bank Account,21 Savage,298320136,5eqK0tbzUPo2SoeZsov04s,https://i.scdn.co/image/ab67616d0000b2732719343298d0e4f1790e14cd
WAP,Cardi B,296670667,4Oun2ylbjFKMPTiaSbbCih,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c
WAIT FOR U,Future,296469604,59nOXPmaKlBfGMDeOVGrIK,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214
Chasin' You,Morgan Wallen,296271411,5MwynWK9s4hlyKHqhkNn4A,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440
HIGHEST IN THE ROOM,Travis Scott,295198938,3eekarcy7kvN4yt5ZFzltW,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b
Ransom,Lil Tecca,292578295,1lOe9qE0vR9zwWQAOk6CoO,https://i.scdn.co/image/ab67616d0000b273bd69bbde4aeee723d6d08058
Mo Bamba,Sheck Wes,289673118,1xzBco0xcoJEDXktl7Jxrr,https://i.scdn.co/image/ab67616d0000b27359cd47039c5b10ed919fbaa8
Tití Me Preguntó,Bad Bunny,289352830,1IHWl5LamUGEuP4ozKQSXZ,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
White Iverson,Post Malone,288882157,6eT7xZZlB2mwyzJ2sUKG6w,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41
In My Feelings,Drake,288633458,2G7V7zsVDxg1yRsu7Ew9RJ,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
MONTERO (Call Me By Your Name),Lil Nas X,288443647,1SC5rEoYDGUK4NfG82494W,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
Unforgettable,French Montana,287042302,3B54sVLJ402zGa6Xm4YGNe,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07
Nonstop,Drake,286786239,0TlLq3lA83rQOYtrqBqSct,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
Candy Paint,Post Malone,286217712,32lItqlMi4LBhb4k0BaSaC,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268
Broccoli,DRAM,285106532,0qy5D3OJre7SPJNMOL9I71,https://i.scdn.co/image/ab67616d0000b273fdeac207b7369d188cb2221c
Don't Start Now,Dua Lipa,284754771,3PfIrDoz19wz7qK7tYeu62,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f
Heartless,Kanye West,280533507,4EWCNWgDS8707fNSZ1oaA5,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
Come & Go,Juice WRLD,280531842,2Y0wPrPQBrGhoLn14xRYCG,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb
Wishing Well,Juice WRLD,277821416,2U5WueTLIK5WJLD7mvDODv,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb
BOP,DaBaby,277705797,6Ozh9Ok6h4Oi1wUSLtBseN,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba
BUTTERFLY EFFECT,Travis Scott,276763296,2cYqizR4lgvp4Qu6IQ3qGN,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3
For The Night,Pop Smoke,274720487,0PvFJmanyNQMseIFrU708S,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369
Fake Love,Drake,274318587,343YBumqHu19cGoGARUTsd,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700
Ella Baila Sola,Eslabon Armado,274155008,3dnP0JxCgygwQH9Gm7q7nb,https://i.scdn.co/image/ab67616d0000b2732071a0c79802d9375a53bfef
Lemonade,Internet Money,273391855,1p0rEzrK7YtdRZVtiyV7RN,https://i.scdn.co/image/ab67616d0000b273c4adc981dc6656e52c916088
Taste,Tyga,272293130,2toVe5hfuIi97ytDPDbQFt,https://i.scdn.co/image/ab67616d0000b273d38a9c6e4fcfeb128f111f6b
traitor,Olivia Rodrigo,272010211,5CZ40GBx1sQ9agT82CLQCT,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Mask Off,Future,271944410,0VgkVdmE4gld66l8iyGjgx,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696
golden hour,JVKE,271272427,5odlY52u43F5BjByhxg7wg,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
Jingle Bell Rock,Bobby Helms,271003980,7vQbuQcyTflfCIOu3Uzzya,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
Suge,DaBaby,270915921,2gwkD6igEhQbDQegRCcdoB,https://i.scdn.co/image/ab67616d0000b27374d72ebd51dd5781d5f83ffd
Creepin',Metro Boomin,270410370,2dHHgzDwk4BJdRwy9uXhTO,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89
Need To Know,Doja Cat,268475081,3Vi5XqYrmQgOYBajMWSvCi,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
Money In The Grave (Drake ft. Rick Ross),Drake,265919957,5ry2OE6R2zPQFDO85XkgRb,https://i.scdn.co/image/ab67616d0000b2733f3b653b0a7b9e889a712c3d
Ballin',Mustard,265117682,3QzAOrNlsabgbMwlZt7TAY,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162
Father Stretch My Hands Pt. 1,Kanye West,264592692,4KW1lqgSr8TKrvBII0Brf8,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4
Adore You,Harry Styles,264055553,3jjujdWJ72nww5eGnfs2E7,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Believer,Imagine Dragons,263375966,0pqnGHJpmpxLKifKRmU6WP,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
I Like Me Better,Lauv,263177728,0EcQcdcbQeVJn9fknj44Be,https://i.scdn.co/image/ab67616d0000b273bdea30b86b37142ec99deb78
Tennessee Whiskey,Chris Stapleton,262764370,3fqwjXwUGN6vbzIwvyFMhx,https://i.scdn.co/image/ab67616d0000b273540fc1d083eac5bcff8dad21
The Way Life Goes,Lil Uzi Vert,262194612,2eAZfqOm4EnOF9VvN50Tyc,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c
Bad and Boujee,Migos,262086852,0M9ydKzuF3oZTfYYPfaGX1,https://i.scdn.co/image/ab67616d0000b2736275aeac316378b0dd4f31fd
iSpy,KYLE,262041081,2EEeOnHehOozLq4aS0n6SL,https://i.scdn.co/image/ab67616d0000b27332e373f2988bc6596a542d1c
Body Like A Back Road,Sam Hunt,261428770,7FpBQ067pHB67deawpbbcY,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c
Despacito - Remix,Luis Fonsi,260702344,6rPO02ozF3bM7NnOV4h6s2,https://i.scdn.co/image/ab67616d0000b273a6a335d613d151c626895a83
ZEZE,Kodak Black,260612786,0FZ4Dmg8jJJAPJnvBIzD9z,https://i.scdn.co/image/ab67616d0000b273f9508eb3070b95ceeb82788b
Flowers,Miley Cyrus,260420365,7DSAEUvxU8FajXtRloy8M0,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
Better,Khalid,259760668,6zeeWid2sgw4lap2jV61PZ,https://i.scdn.co/image/ab67616d0000b27360624c0781fd787c9aa4699c
Swervin,A Boogie Wit da Hoodie,258648283,1wJRveJZLSb1rjhnUHQiv6,https://i.scdn.co/image/ab67616d0000b273dcfadea246002a5c0fd7b1b8
Boy's a liar Pt. 2,PinkPantheress,258540521,6AQbmUe0Qwf5PZnt4HmTXv,https://i.scdn.co/image/ab67616d0000b2739567e1aa41657425d046733b
Thunder,Imagine Dragons,257758821,1zB4vmk8tFRmM9UULNzbLB,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
Dance Monkey,Tones And I,256274759,2XU0oxnq2qxCpomAAuJY8K,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169
Don't Let Me Down,The Chainsmokers,251672744,1i1fxkWeaMmKEB4T7zqbzK,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30
Pop Out,Polo G,251658876,6uFn47ACjqYkc0jADwEdj1,https://i.scdn.co/image/ab67616d0000b273ae8b07ecdcf7aadefe00264f
Space Song,Beach House,250846891,7H0ya83CMmgFcOhw0UB6ow,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab
Just Wanna Rock,Lil Uzi Vert,250635962,4FyesJzVpA39hbYvcseO2d,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f
No Guidance,Chris Brown,250362082,6XHVuErjQ4XNm6nDPVCxVX,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231
Armed And Dangerous,Juice WRLD,248991383,5wujBwqG7INdStqGd4tRMX,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4
Havana,Camila Cabello,247086289,1rfofaqEpACxVEHIZBJe6W,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,246935226,0vjeOZ3Ft5jvAi9SBFJm1j,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89
Laugh Now Cry Later,Drake,246389835,2SAqBLGA283SUiwJ3xOUVI,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef
More Than My Hometown,Morgan Wallen,246054750,5OELUCYgOHKFAvCERnAvfS,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
That's What I Like,Bruno Mars,245642565,0KKkJNfGyhkQ5aFogxQAPU,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5
Needed Me,Rihanna,244179150,4pAl7FkDMNBsjykPXo91B3,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093
Godzilla,Eminem,243971556,7FIWs0pqAYbP91WWM0vlTQ,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c
I Ain't Worried,OneRepublic,243203983,4h9wh7iOZ0GGn8QVp4RAOB,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
DNA.,Kendrick Lamar,242841173,6HZILIRieu8S0iqY8kIKhj,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Save Your Tears,The Weeknd,242560665,5QO79kh1waicV47BqGRL3g,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
It's the Most Wonderful Time of the Year,Andy Williams,241952040,5hslUAKq9I9CG2bAulFkHN,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356
Martin & Gina,Polo G,241128929,1VLtjHwRWOVJiE5Py7JxoQ,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d
The Spins,Mac Miller,239383162,7FAFkQQZFeNwOFzTrSDFIh,https://i.scdn.co/image/ab67616d0000b273463d73e65c7b95a17898388b
Bounce Back,Big Sean,239157563,0SGkqnVQo9KPytSri1H6cF,https://i.scdn.co/image/ab67616d0000b273e572359074e5da958a922987
